,Unnamed: 0,Title,Rating,Author,Total profile reviews,Review text,Date of visit,Date of review,Response 1,Source Zip,Source File,YearMonth,Extracted Names,Sentiment,Tour Package,Mentions Employee,Review Length,Sentiment Category,Flag for Response
3764,3764,Lovely time,5,lchet,7.0,Lovely boat ride with skipper Ubel and host Gilles. Definitely would recommend to anyone wanting a fun relaxing time while learning about Amsterdam history. Recommend a boat canal tour in the beginning of your trip ,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Ubel', 'Gilles']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,215,Positive,Response Not Needed
3765,3765,Fab (io),5,Tracy H,1.0,Great cruise with lots of fun facts and tasty drinks. Thank you Arthur and Fabio - we enjoyed it immensely! An excellent end to a beautiful day in Amsterdam.,,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Arthur', 'Fabio']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,157,Positive,Response Not Needed
3766,3766,Awesome tour experience,5,Harshal B,1.0,It was an excellent tour. Skipper Arthur and host Fabio were very welcoming and really informative. I would highly recommend it.,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Arthur', 'Fabio']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,128,Positive,Response Not Needed
3767,3767,Nick and Bobby were great!,5,bmo0822,2.0,Nick and Bobby were great! Very friendly and informative. Amsterdam is beautiful! Would recommend to anyone.,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Nick', 'Bobby']",5.0,Evening Cruise - Anne Frank,True,108,Positive,Response Not Needed
3768,3768,Nice time around the canals,5,Ladybugg,4.0,"Great time, really liked the tour! Good moment to stop and really enjoy the city from another view. Thx Abel and Gilles!! ",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Abel', 'Gilles']",4.5,Evening Cruise - Anne Frank,True,122,Positive,Response Not Needed
3769,3769,Really nice!,4,Giuliana F,1.0,The boat trip is really nice! Nick and Bobby were very funny and told us loads of curiosities. Definitely recommend it :),2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Nick', 'Bobby']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,121,Positive,Response Not Needed
3770,3770,Awesome Experience,5,Nibir K,1.0,"It was amazing, had a really good time with Nick and Bobby - learned a lot!! Would recommend to anyone coming to Amsterdam! ",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Nick', 'Bobby']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,124,Positive,Response Not Needed
3771,3771,Best Skipper and Host!,5,Shannon F,1.0,"The team were amazing for this trip! I was worried it would be boring, but Dimitris made it fun for everyone onboard, getting us involved in little games along the way and making us giggle for the entire trip! ",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,['Dimitris'],4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,210,Positive,Response Not Needed
3772,3772,"Funny, educational, and relaxing!",5,Abi B,1.0,We learnt so much about the history of Amsterdam and saw lots of the city we didn’t see walking round! The staff Phie and Okke were the best!,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Phie', 'Okke']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,141,Positive,Response Not Needed
3773,3773,Cute ride!,5,mosesjoshuam,3.0,Such a cute trip filled with stories and picture moments.  Okke and Phie were awesome!  Can't wait to come back.,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Okke', 'Phie']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,112,Positive,Response Not Needed
3774,3774,Boat Tour,5,Christine H,1.0,Roberto and Sanne H were amazing tour guides who provided us with a memorable experience in Amsterdam. Exploring a new city with knowledgeable guides can really enhance the overall trip and help you discover hidden gems and interesting facts that you might have otherwise missed.,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Roberto', 'Sanne H']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,279,Positive,Response Not Needed
3775,3775,Pre World Cup lunch,3,Mace,17.0,"Huitres en entrée au niveau du prix (pas chères.. mais faméliques), la moitié des moules servies non-ouvertes, quel dommage car elles étaient succulentes. Très bon désserts & vins. En résumé, bel endroit mais pourrait nettement mieux faire afin que les touristes (fans) ne se sentent pas pris pour des pigeons.",2023-08-31 00:00:00+00:00,2023-09-13 00:00:00+00:00,"Customer s: Hi there,

Thank you for taking the time to write a review. We appreciate your insights, but I would like to clarify that we are a boat tour company and not a lunchroom or restaurant. 

Could you perhaps delete this review by any chance? As this review is for another company.
Your understanding and cooperation would be greatly appreciated.

We hope you may choose to join us for one of our boat tours in the future, where we can showcase the beauty of our tours and make your experience truly memorable.

Best,
Jessie - Front Office Management, Flagship Amsterdam",Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,[],2.5,Evening Cruise - Anne Frank,False,310,Negative,Response Provided
3776,3776,Great way to get a feel of Amsterdam. Boat ride was funny and informative.,5,Kylie L,2.0,"Really easy and relaxing way to have a look around Amsterdam.
Loved the wine and cheese. Our boat crew made sure we had a great time. Captain, Diek and the crew, Jenna and Aiden, shared great stories and history.
Really well done.",,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Diek', 'Jenna', 'Aiden']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,230,Positive,Response Not Needed
3777,3777,Great,5,Stephanie R,1.0,"Roos and Jiska were great! Didn’t sink on the Titanic! GREAT! Great! GREAT! GREAT!
Would use them again great time!",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Roos', 'Jiska']",5.0,Evening Cruise - Central Station,True,115,Positive,Response Not Needed
3778,3778,Enjoy full and funny,5,Maja S,1.0,"Fabio and Arthur were perfect hosts. I loved all of the tour❤️ especially the story about the lovers and the proposal under the bridge.
",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Fabio', 'Arthur']",5.0,Evening Cruise - Central Station,True,136,Positive,Response Not Needed
3779,3779,"Comfy, informative, fun!",5,Melanie M,1.0,Great energy from friendly hosts Roos and Jiska! Lots of interesting information alongside the great wine and cheese! Thank you!,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Roos', 'Jiska']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,128,Positive,Response Not Needed
3780,3780,Funny tour,5,Lone P,1.0,Arthur and Fabio made a great tour with good information and good drinks. We enjoyed it very much. Thank you,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Arthur', 'Fabio']",5.0,Evening Cruise - Central Station,True,108,Positive,Response Not Needed
3781,3781,Great time on the wine and cheese boat tour,5,IowatoEurope,70.0,"Aiden, Jenna mad Diek did an awesome job.  I really enjoy these events when you can tell the staff is enjoying what they are doing and this was certainly the case.  It was informative and FUN.  we never ran out of cheese or drink, we had a great time!",,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Aiden', 'Jenna', 'Diek']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,251,Positive,Response Not Needed
3782,3782,"Fantastic tour, we loved it",5,The U,1.0,"The staff Christophe, Fenja and Tumelo, made our tour so much fun. They were very knowledgeable, but most of all polite and great people to do the tour with.",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Christophe', 'Fenja', 'Tumelo']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,157,Positive,Response Not Needed
3783,3783,Loved this canal cruise,5,Chloe M,1.0,"Great cruise, yummy cheese and wine. The hosts Bink and Morgane make this such a fun and informative time. Just wish we could stay on the boat a little longer. Would definitely book again!",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Bink', 'Morgane']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,188,Positive,Response Not Needed
3784,3784,Grachtentour,5,Alexander O,1.0,The Tour with Fleur and Wellington was great and very interesting. Information was lively presented. Amsterdams Grachten are absolutely fantastic!,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Fleur', 'Wellington']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,146,Positive,Response Not Needed
3785,3785,Best boat tour,5,Naira A,1.0,Best tour ever with Wellington and Fleur H! Thank you guys for this very welcoming presentation of Amsterdam!,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Wellington', 'Fleur H']",5.0,Evening Cruise - Central Station,True,109,Positive,Response Not Needed
3786,3786,The perfect canal cruise,5,Jasper Cottle,2.0,Wellington and Fleur were amazing hosts. Was travelling solo and wanted a canal cruise where I got to see plenty of the city and information along the way. Both accommodated this exceptionally.,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Wellington', 'Fleur']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,193,Positive,Response Not Needed
3787,3787,Best Amsterdam wine and cheese with FLAGSHIP Amsterdam xxx,5,Victoria S,1.0,"Very beautiful time with the informative staff
Gin’s, Raisa&Alycia. Really nice boat.  Good wine and cheese with mustard yummy ! who would think mustard cheese would be a good mix.",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Gin', 'Raisa', 'Alycia']",4.5,Evening Cruise - Central Station,True,180,Positive,Response Not Needed
3788,3788,Incredible Canal Cruise!,5,Krystal S,1.0,"Incredible canal cruise led by Gijs, Raisa and Alycia! Loved learning about the history of Amsterdam and the canals and the cheese and wine was amazing. Would 100% go again!",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Gijs', 'Raisa', 'Alycia']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,173,Positive,Response Not Needed
3789,3789,"Great canal cruise with Gijs, Alycia and Raisa",5,Megan R,2.0,"Great boat tour of the canals and the staff, Alicia, Gijs and Raisa where great fun and very informative.  The boat is clean and comfortable and highly recommend taking this tour. Thx guys",,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Alicia', 'Gijs', 'Raisa']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,188,Positive,Response Not Needed
3790,3790,Amazing ride with Flagship,5,Bruno R,1.0,Amazing experience. Very Cool tips about Amsterda. Funny and greats guides. I really referred this ride. ,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,[],4.5,Evening Cruise - Anne Frank,False,105,Positive,Response Not Needed
3791,3791,Perfect for an afternoon,5,KingRatty,12.0,"We had a lovely time on our cruise with Gijs, Raisa and Alycia. They provided a great vibe and lots of knowledge of Amsterdam. Would recommend",,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Gijs', 'Raisa', 'Alycia']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,142,Positive,Response Not Needed
3792,3792,Unterhaltsam entspannt ,5,Nadja,3.0,"Die Grachtenfahrt war ein Highlight in Amsterdam. Die Tour war sehr entspannt, locker und lustig gestaltet mit interessanten Fakten über Amsterdam.",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,[],4.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,False,147,Positive,Response Not Needed
3793,3793,A découvrir,5,sophie c,5.0,"Very good expérience
The guy was very interesting and funny
The weather was extra, we spent a godd moment",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,[],4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,False,105,Positive,Response Not Needed
3794,3794,Great Experience! ,5,Virginia,2.0,Excellent experience with Flagship! Lots of history and fun stories with humor sprinkled through out. Plus the drinks weren't terribly priced and the open boat allowed for great views!  ,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,[],4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,False,186,Positive,Response Not Needed
3795,3795,Nice boat trip!,5,Elisa B,1.0,The boat tour was great! Our guide Nash told us lots of fun and interesting things about Amsterdam. It was very nice and relaxing on the boat. The prices of the on-board bar were ok :),2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,['Nash'],4.5,Evening Cruise - Central Station,True,184,Positive,Response Not Needed
3796,3796,Fantastic Tour,5,Zach A,1.0,Excellent Tour! Fabrice was a great host and had a lot of good information! Phil G was a good skipper and didn’t wreck the boat!,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Fabrice', 'Phil G']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,128,Positive,Response Not Needed
3797,3797,Canal boat,5,Fran E,1.0,Phil G and fabrice were great guides! So fun and got funny info about some sights! Would reccomend!!,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Phil G', 'fabrice']",4.5,Evening Cruise - Anne Frank,True,100,Positive,Response Not Needed
3798,3798,Keith and Sharon in Amsterdam ,5,keithf420,6.0,"Fleurh  was a wonderful guide and  Wellington is a wonderful pilot.
We had a most enjoyable tour and highly recommended it",,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Fleurh', 'Wellington']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,122,Positive,Response Not Needed
3799,3799,Beautiful evening,5,Martin B,1.0,We used the Hop on Hop off canal boat during the day and we did the evening cruise at dusk. We have completely different photos with all the bridges and buildings so beautiful lit up at night. Highly recommended,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,[],4.5,Evening Cruise - Central Station,False,211,Positive,Response Not Needed
3800,3800,Best wine and cheese on the water!,5,Sam B,1.0,"We absolutely loved our boat tour with our skipper Gijs, and hosts Alycia and Raisa! Great experience! Will definitely come back!",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Gijs', 'Alycia', 'Raisa']",5.0,Evening Cruise - Anne Frank,True,129,Positive,Response Not Needed
